encoder,label,0
/m/027pcv,Zucchini,1
/m/0898b,Zebra,2
/m/01j5ks,Wrench,3
/m/01dy8n,Woodpecker,4
/m/03bt1vf,Woman,5
/m/084rd,Wok,6
/m/02cvgx,Winter melon,7
/m/081qc,Wine,8
/m/02d9qx,Whiteboard,9
/m/083wq,Wheel,10
/m/084zz,Whale,11
/m/0kpqd,Watermelon,12
/m/0gjkl,Watch,13
/m/0bjyj5,Waste container,14
/m/0174k2,Washing machine,15
/m/01dwsz,Waffle,16
/m/02rgn06,Volleyball,17
/m/01jfm_,Vehicle registration plate,18
/m/02s195,Vase,19
/m/0h2r6,Van,20
/m/09dzg,Turtle,21
/m/0jly1,Turkey,22
/m/07r04,Truck,23
/m/07mhn,Trousers,24
/m/07jdr,Train,25
/m/01mqdt,Traffic sign,26
/m/015qff,Traffic light,27
/m/0138tl,Toy,28
/m/0162_1,Towel,29
/m/011k07,Tortoise,30
/m/07dd4,Torch,31
/m/07j87,Tomato,32
/m/09gtd,Toilet paper,33
/m/09g1w,Toilet,34
/m/01k6s3,Toaster,35
/m/07dm6,Tiger,36
/m/01rkbr,Tie,37
/m/0h8my_4,Tennis racket,38
/m/05ctyq,Tennis ball,39
/m/0kmg4,Teddy bear,40
/m/01fh4r,Teapot,41
/m/07clx,Tea,42
/m/0pg52,Taxi,43
/m/02zvsm,Tart,44
/m/02jz0l,Tap,45
/m/07cmd,Tank,46
/m/0bh9flk,Tablet computer,47
/m/05_5p_0,Table tennis racket,48
/m/06y5r,Sword,49
/m/01gkx_,Swimwear,50
/m/04tn4x,Swim cap,51
/m/0dftk,Swan,52
/m/019w40,Surfboard,53
/m/0ftb8,Sunflower,54
/m/02wbtzl,Sun hat,55
/m/01s55n,Suitcase,56
/m/01xyhv,Suit,57
/m/06pcq,Submarine sandwich,58
/m/026qbn5,Studio couch,59
/m/07fbm7,Strawberry,60
/m/02pv19,Stop sign,61
/m/01h8tj,Starfish,62
/m/071qp,Squirrel,63
/m/0dv77,Squash,64
/m/0cmx8,Spoon,65
/m/02d1br,Spatula,66
/m/0h23m,Sparrow,67
/m/02jfl0,Sombrero,68
/m/03m3pdh,Sofa bed,69
/m/01nq26,Sock,70
/m/01x3jk,Snowmobile,71
/m/078jl,Snake,72
/m/02tsc9,Slow cooker,73
/m/079cl,Skyscraper,74
/m/016m2d,Skull,75
/m/02wv6h6,Skirt,76
/m/06_fw,Skateboard,77
/m/02f9f_,Shower,78
/m/01bfm9,Shorts,79
/m/01n4qj,Shirt,80
/m/07bgp,Sheep,81
/m/0by6g,Shark,82
/m/076bq,Segway,83
/m/0dkzw,Seat belt,84
/m/0120dh,Sea turtle,85
/m/0gd36,Sea lion,86
/m/06msq,Sculpture,87
/m/01bms0,Screwdriver,88
/m/01lsmm,Scissors,89
/m/02h19r,Scarf,90
/m/06ncr,Saxophone,91
/m/03q5c7,Saucer,92
/m/0l515,Sandwich,93
/m/0hdln,Ruler,94
/m/0wdt60w,Rugby ball,95
/m/06m11,Rose,96
/m/02p3w7d,Roller skates,97
/m/09rvcxw,Rocket,98
/m/03d443,Rhinoceros,99
/m/06bt6,Reptile,100
/m/06j2d,Raven,101
/m/015x5n,Radish,102
/m/0dv9c,Racket,103
/m/0dq75,Raccoon,104
/m/06mf6,Rabbit,105
/m/0420v5,Punching bag,106
/m/05zsy,Pumpkin,107
/m/01m4t,Printer,108
/m/01f91_,Pretzel,109
/m/0h8ntjv,Pressure cooker,110
/m/03bbps,Power plugs and sockets,111
/m/05vtc,Potato,112
/m/0jwn_,Pomegranate,113
/m/0633h,Polar bear,114
/m/099ssp,Platter,115
/m/05gqfk,Plastic bag,116
/m/0663v,Pizza,117
/m/054fyh,Pitcher,118
/m/034c16,Pillow,119
/m/068zj,Pig,120
/m/06z37_,Picture frame,121
/m/05r5c,Piano,122
/m/01g317,Person,123
/m/05z6w,Penguin,124
/m/0k1tl,Pen,125
/m/061_f,Pear,126
/m/0dj6p,Peach,127
/m/0gv1x,Parrot,128
/m/02w3r3,Paper towel,129
/m/01dwwc,Pancake,130
/m/0_cp5,Oyster,131
/m/09d5_,Owl,132
/m/029bxz,Oven,133
/m/0cn6p,Otter,134
/m/05n4y,Ostrich,135
/m/0cyhj_,Orange,136
/m/05bm6,Nail,137
/m/052sf,Mushroom,138
/m/0dbzx,Mule,139
/m/02jvh9,Mug,140
/m/01tcjp,Muffin,141
/m/04rmv,Mouse,142
/m/04_sv,Motorcycle,143
/m/08pbxl,Monkey,144
/m/050k8,Mobile phone,145
/m/04ylt,Missile,146
/m/01cmb2,Miniskirt,147
/m/0fx9l,Microwave oven,148
/m/0fldg,Mango,149
/m/04yx4,Man,150
/m/04g2r,Lynx,151
/m/0hf58v5,Luggage and bags,152
/m/0703r8,Loveseat,153
/m/04m9y,Lizard,154
/m/096mb,Lion,155
/m/01lcw4,Limousine,156
/m/04h7h,Lighthouse,157
/m/03jbxj,Light switch,158
/m/0c29q,Leopard,159
/m/09k_b,Lemon,160
/m/01c648,Laptop,161
/m/04ctx,Knife,162
/m/02zt3,Kite,163
/m/058qzx,Kitchen knife,164
/m/03s_tn,Kettle,165
/m/04c0y,Kangaroo,166
/m/01z1kdw,Juice,167
/m/08hvt4,Jug,168
/m/01xs3r,Jet ski,169
/m/0fly7,Jeans,170
/m/0449p,Jaguar,171
/m/0283dt1,Human mouth,172
/m/039xj_,Human ear,173
/m/01b9xk,Hot dog,174
/m/03k3r,Horse,175
/m/06k2mb,High heels,176
/m/02dl1y,Hat,177
/m/03q5t,Harpsichord,178
/m/02l8p9,Harbor seal,179
/m/0gxl3,Handgun,180
/m/080hkjn,Handbag,181
/m/03qrc,Hamster,182
/m/0cdn1,Hamburger,183
/m/0342h,Guitar,184
/m/02g30s,Guacamole,185
/m/0hqkz,Grapefruit,186
/m/0388q,Grape,187
/m/0dbvp,Goose,188
/m/03fj2,Goldfish,189
/m/03fwl,Goat,190
/m/0174n1,Glove,191
/m/05r655,Girl,192
/m/03bk1,Giraffe,193
/m/04v6l4,Frying pan,194
/m/09ld4,Frog,195
/m/0306r,Fox,196
/m/01226z,Football,197
/m/03y6mg,Food processor,198
/m/0l14j_,Flute,199
/m/0fm3zh,Flowerpot,200
/m/0c9ph5,Flower,201
/m/01kb5b,Flashlight,202
/m/03120,Flag,203
/m/0ch_cf,Fish,204
/m/01pns0,Fire hydrant,205
/m/047j0r,Filing cabinet,206
/m/02fq_6,Fedora,207
/m/0f6wt,Falcon,208
/m/0frqm,Envelope,209
/m/0bwd_0j,Elephant,210
/m/09csl,Eagle,211
/m/04h8sr,Dumbbell,212
/m/09ddx,Duck,213
/m/03v5tg,Drinking straw,214
/m/0271t,Drink,215
/m/01d40f,Dress,216
/m/0jy4k,Doughnut,217
/m/03c7gz,Door handle,218
/m/02hj4,Dolphin,219
/m/0h8n6f9,Dog bed,220
/m/0bt9lr,Dog,221
/m/06_72j,Digital clock,222
/m/029b3,Dice,223
/m/02gzp,Dagger,224
/m/015x4r,Cucumber,225
/m/015wgc,Croissant,226
/m/09f_2,Crocodile,227
/m/025rp__,Cowboy hat,228
/m/02crq1,Couch,229
/m/0h8lkj8,Corded phone,230
/m/021mn,Cookie,231
/m/020lf,Computer mouse,232
/m/01m2v,Computer keyboard,233
/m/043nyj,Common fig,234
/m/0242l,Coin,235
/m/02p5f1q,Coffee cup,236
/m/02vqfm,Coffee,237
/m/024g6,Cocktail,238
/m/01x3z,Clock,239
/m/025nd,Christmas tree,240
/m/01_5g,Chopsticks,241
/m/09b5t,Chicken,242
/m/05kyg_,Chest of drawers,243
/m/0cd4d,Cheetah,244
/m/01xqw,Cello,245
/m/01xq0k1,Cattle,246
/m/01yrx,Cat,247
/m/0fj52s,Carrot,248
/m/01lrl,Carnivore,249
/m/0k4j,Car,250
/m/0ph39,Canoe,251
/m/0c06p,Candle,252
/m/0ccs93,Canary,253
/m/0dv5r,Camera,254
/m/01x_v,Camel,255
/m/0fszt,Cake,256
/m/0fbw6,Cabbage,257
/m/04yqq2,Bust,258
/m/01bjv,Bus,259
/m/01j3zr,Burrito,260
/m/0cnyhnx,Bull,261
/m/01dxs,Brown bear,262
/m/01yx86,Bronze sculpture,263
/m/0hkxq,Broccoli,264
/m/0584n8,Briefcase,265
/m/09728,Bread,266
/m/01bl7v,Boy,267
/m/025dyy,Box,268
/m/04kkgm,Bowl,269
/m/04dr76w,Bottle,270
/m/01b638,Boot,271
/m/0bt_c3,Book,272
/m/01f8m5,Blue jay,273
/m/015p6,Bird,274
/m/0lt4_,Binoculars,275
/m/04p0qw,Billiard table,276
/m/01bqk0,Bicycle wheel,277
/m/0176mf,Belt,278
/m/0jg57,Bell pepper,279
/m/01599,Beer,280
/m/01dws,Bear,281
/m/0d20w4,Beaker,282
/m/01h44,Bat,283
/m/03grzl,Baseball glove,284
/m/03g8mr,Baseball bat,285
/m/02zn6n,Barrel,286
/m/01btn,Barge,287
/m/09qck,Banana,288
/m/01j51,Balloon,289
/m/018xm,Ball,290
/m/01fb_0,Bagel,291
/m/01940j,Backpack,292
/m/0cjs7,Asparagus,293
/m/014j1m,Apple,294
/m/012n7d,Ambulance,295
/m/0pcr,Alpaca,296
/m/046dlr,Alarm clock,297
/m/0cmf2,Airplane,298
/m/0k5j,Aircraft,299
/m/03m3vtv,Adhesive tape,300
